David J. Stewart

Glen Shadix
Gia Scala
Mildred Narwick
Paul McCartney
Elizabeth Taylor
Scott Elliott
Rik Battaaglia
Elka Kaota
Jim Turner
Deborah Kara Unger
Sammy Reese
Zena Walker
Betty Lou Gerson
Jayne Modean
Mia Kirshner
Sharmila Tagore
Agnes deMille
Traci Lind
Vanessa Paradis
Natalie Kingston
Rodney A. Grant
Frances McDormond
Walter Hampden
William Add
Paule Picerni
Tim Henry
Stella rho
Poul Reumert
David Ryall
G\"osta Ekman
Cheryl Waters
Stacey Tenderer
Giovanna Ralli
George Nash
Sonny Chiba
Rita Wilson
LisaMarle Felter
Van McCoy
Carl Goodner
John Baker
Arthur Franz
Maury Chaykin
Alex Gerry
Peter Barkworth
Jimmy Lydon
. Berezovskaya
Mary Ney
Ann Doran
Marius Hofschneifer
Jack Shepperd
Janine Darcy
Lise Roy
Robert Cummings
Penelope Anne Miller
Sunshine Parker
Derek Himmo
Gianni Russo
Laurie Mitchell
Tala Birrell
Don Rickles
Jimmie Gleason
Fred Huntley
Tracey Kapisky
Giovanni Ribisi
David Ogden Stears
Andrzej Lapicki
Edna Dor\'e
Federico Pizalis
Lorenzo Lauder
Ayllene Gibbons
William Scott
Alfred Hickman
Kin Sugai
Ludwig Stossel
Gaby Ho
Jim Norton
Mel Ferrer
Alan Marshal
Nicholas Pryor
Sam Shamstak
Colleen Dewhurst
Vicky Lewis
German Robles
Francoise Arnaud
Oliver Robbins
Luana Anders
Carol White
Jean Simmons
Gina Lollobrigida
Charles Rocket
Cathy Moriarty
Margit Carstensen
Deborah Offner
H.B. Warner
Fred MacMurray
George Formby
Sylvia Kristel
Hans Kesting
Archie Hahn
JeniferWardLeland
Prunella Scales
Claytie Jessop
Georges Guetary
Karl Heinz
Wilford Brimley
Roger Moore
Lou Reed
Richard Baskin
Alexis Smith
Anthony Teague
Helen Parrish
Jimi Hendriks
Criswell
Alexander Kirkland
Molly Cheek
Thomas Ian Griffith
Petar Bozovic
Murray Hamilton
Dakin Mathews
Mara Tierney
Michael Lawrence
Barbara Leonard
Albert R\`emy
Tea Leoni
Sandra Sexton
Gordon Pinsent
Juliew Carver
Bodhi Pine Elfman
Rupert Everett
Marta Kirsten
Terrie Snell
Andrea Marcovicci
Glenn Quinn
Chloe Frank
Lee Montague
Anna Pavane
Jammes Gammon
Elke Sommer
William Franklin
Latimer
Vanessa Larre
Jesse Birdsall
Sam Wanamaker
AnnMargaret
Charles Heslop
Anthony Baird
Mia Nygren
Dougray Scott
Ron Kovic
Regis Toomey
Therese Lyon
Anthony Barrile
Angus MacFadyen
Donna Mitchell
Jeff York
Tony DeMarco
David Kriegel
Stegan Glowacz
Burt Reynolds
Pearl Bailey
Dan Shor
Karen Carlson
Wesly Snipes
Anthony Michael Hall
Dina Leipzig
Jane White
Brian Kerwin
CarrieAnne Moss
Marian Seldes
Mitch Ryan
Roger vanHool
Joss Aukland
Cindi Wood
The Staples
Michael Gambin
Graham Moffatt
Kathleen Freeman
Kate Capshaw
Bill Travers
Abishek Kapoor
Michelin Presle
Emma Samuelson
Joei Lee
Rolf Zacker
Ralph Mauro
Maurenn OSullivan
Zero Mostel
Petula Clark
Suzanne Browne
Ko Kimura
Edd Byrnes
Whitney Houston
Yara Atta
Mary Scott
Niels Arestrup
Christine Lathi
Georgia Caine
James Moody
Craig Gilmore
Giovanna Montanelli
Josef Bierbichler
Ustad Waheed Khan
Jack Trevor
Hartley Power
C.Aubrey Smith
Stockard Channing
Bob Cobbs
Sham Phelan
Jack Lord
Yann Dedet
Jean Stapleton
Louis Jean-Trintignant
Vam Heflin
Sigournet Weaver
K.C. Winkler
George Melville
Maury Amsrdam
Michel Blanc
Fred Caterina
Frances Feist
Wally Vernon
Zvee Scooler
Chris Kattan
Martin Vaughn
Hildegarde Neil
John Rhys-Davies
Gloria Parr
Tony Hancock
Eizabeth Taylor
Frankie Thomas
Kurt Kazan
Margaret Tallichet
Dorothy Hart
Suzanne Zenor
Patachou
Jenny Lumet
Mamata Shankar
David Margulis
Arnaud Giovaninetti
Paul McAllister
William Haines
Al Hedison
David Margulin
Kevin J OConnor
Irene Lang
Hulk Hogan
Alan hewitt
Gerald Mohr
Jerry Barcley
John Lund
Arden Smith
Pen\'elope Cruise
Harry Shearer
Charles Gordon
Jean-Louis Trintignant
Alanis Morissitte
Mack Swain
Bill Gordon
Moon Unit Zappa
Doug Fisher
Sandrine Blancke
Joe Eszterhas
Dick Anthony Williams
Jeremy Theobald
J.Farrell MacDonald
Craig Sheffer
Walter Conolly
Joe Orton
William Hopper
Marc Richter
Randy Ingerman
Syl Lamont
Hillary Dwyer
David Bennent
Johnny Morina
Elliott Sullivan
Gertrude Flynn
Raphael Campos
Megan Ward
Leonard Lansink
Jacob Vargas
Anne Baxter
Jason Bernard
Dick ONeill
Hans Byrd
Richard Lynch
John Hancock
Olga Giannini Novelli
Rosalind Russell
Frank Cellier
Cadie Huffman
Vanni Corbellini
Rue McClanahan
Willam B. Davidson
Helmut Fornbacher
Ozzie Nelson
Christine Murillo
Anki Liden
Lynn Fontanne
Nigel Fan
Virginia Christensen
Florence Nash
Robert F. Logan
Suzy Amis
John Mellon
Coleen Moore
Irene Ware
Lin Shaye
Rod Scheider
Agnes B. Castelbajac
John Ireland
Frank Orth
Tom Neal
Mathias wieman
Peggy McIntyre
Robert Swann
Mekhi Phifer
Marion Lorne
George Macready
Ashley Crow
Marshall McKean
Margot Stevenson
Avis Bunnage
Tasuya Nkadai
Vic Damone
Anne Carlisle
Guy Newall
Bill Clinton
Fay Harrison
George Clooney
Phillippe Leaver
Ludwig Briand
Kathleen Burke
Macklyn Arbuckle
Tomba
Nicky Katt
Patricia Laffan
George Reeves
Matti Pellon\"a\"A
May Chin
Murad Ali
Lou Brown
Jin Shuyuan
Esther Dale
Slim Summerville
Simone Griffith
Mel Blanc
Gary Merril
Gordon Wynn
Gunther Fuetter
Anne Chevalier
Claire Dodd
Maud Hansson
Cheri Caffaro
Erie Reyes~jr.
Isabell Sanford
Gianni Agnus
Claire Bloom
James B. Sikking
Betty Buckley
Iman
Pat Bishop
Cyril Cusack
Dianne Wiest
Frederick Church
Norman Rodway
Mario Roccuzzo
Paul mcGann
Nadia Neri
Nadia Gray
Michele Nichols
Barbara Hale
Claire Grogan
Victor Wong
Heino Ferch
Margaret Avery
Livia Rosso
Greg McKinney
Freddie Steele
Lane Smith
Paul Sand
Marilyn Manning
Deborah Moore
JeanPierre Cargol
Pat Morita
Madjid Nirumand
Lily Langtry
John Roanne
Hetty Baynes
Yale Benner
Stacey Nichols
Giorgio Cantarini
Diana Dors
Michael Granger
Joseph Mell
Shemp Howard
Rebacca Smart
Lou Diamond Phillips
Grant Tilly
Line Noro
Frances Howard
Turo Pajala
Carmen Miranda
Cheryl Dunye
Charley Grapewin
Marie McDonald
Harry Ellerbe
Royal Dano
Stephen Caffrey
Charlie Spradling
Sailen Mukherjee
June MacCloy
Steve Clemento
Claire Nebout
Steffi Duna
Esmond Knight
Katy Jurado
Sverre Anker Ousdal
Mae Whitmman
Newton Blick
Frances Fuller
Jacqueline Pearce
Nadia Grey
Benicias Oliveira
Jo Morrow
Frank Shannon
Leonardo DiCaprio
Maria Eden Rose
J.Barney Sherry
Joe Regalbuto
Richard hurndall
Sybil Thorndike
Lynne Carver
Sharise
Barry Foster
Angela Winkler
NBushe Wright
Sidney Deane
Paul Campbell
Geno Lechner
Nigel Hawn
Brian Bedford
Brigitte Rouan
Sydney Pollack
Sidney Pollack
Yolande Donlan
Simon Oakland
Tom Amandes
Judy Garland
Phillip Sayer
William Bowers
Chris ONeil
Donald randolph
Keiko Takeshita
Beverly Washburn
John Turturro
Tsilla Chelton
Anja Suli
Adrian Zmed
Dennnis Price
Elizabeth Shue
Sylvia Syms
JeanPierre Aumont
Johnny Paycheck
Frances Lee McCain
Virginia Weidler
Lionel Jeffries
Jill Hennessy
Jessica Steen
Dominique Minot
James MacArthur
Ruth Gordon
Vladek Sheybal
John Comer
Ivy StHelier
Mildred Davis
Frederique Meininger
Tim Matheson
Johnson
Jan Triska
Steven Wadddington
Nicole Eggert
Penelope Cruz
Vittorio Duse
Marianne Aminoff
Alfred Paget
Lou Antonio
David Duchovny
Mina dOrvella
Leonie Flugrath
Eddie Barth
Lupe Amador
Jim Carter
Alida Valli
Heather McComb
Terence Mann
Ed Flanders
Jason Bernhard
Phillip Donegan
Jonathan Field
Steve Markin
Giancarlo Esposito
Chales Duning
Nehemiah Persoff
Lisbeth Movin
Anthony Rapp
Rutanya Alda
Ana Torrent
`Villette'
Meredith Salberger
Ezno Tarascio
Laurence Badie
Bing Crosby
Jaqueline Scott
Lally Bowers
Ann Savage
Bruce Carlisle
Will Holt
Ken Murray
Ricky Der
JoseMaria Caffare
David Beecroft
Li Wei
Robert Dix
Stepin Fetchit
Kenneth Nelson
Robert Conrad
Thomas Reiner
Victoria Principal
Chistopher Lambert
Leonard Maltin
Ernest Clark
Rossano Brazzi
Peter Jonfield
Aida Turturo
Dick Gregory
Roshan Kumari
Emmanuelle Seigner
Ray Real
Ashlin Gere
Patrick Wymark
John Gielgud
Joe Morton
Rudolf KleinRogge
James Foxx
Vincent DOnofrio
Tom Hayden
Julia Stiles
Count Basie
Monique vandeVen
Alwin Nikolais
Eric Portman
Jack Benny
Reed Haley
Rene Auberjonois
Richard Basehart
Helgi Skulason
Penelope Allen
Jackie Gleason
Paul Anka
Frank Lovejoy
Karl Tessler
Michail Craig
Rocelle Hudson
Fabio Frascaro
Beverly Bane
Dick Foran
James Gammon
Edith Roberts
Vanda Godsell
Isabelle Passo
Michael Raffetto
Davis Roberts
Anthony Newley
Karen Kopit
Frances Faye
Gerald Green
Ramon Bieri
Joe Dain
Allan Lane
Cate Blanchett
Jeremy Irons
Vince Vaughn
Mark Hamill
Humphret Bogart
Ray Collins
Don Knotts
Bob Cummins
Protima Bedi
Victor Spinetti
Drew Barrymore
Skipp Sudduth "Larry"
Rudy Giuliani
Gottfried John
Miranda Otto
Billie Crystal
Jeanette MacDonald
Gilber Adler
Aubrey Mather
Cecelia Loftus
Paule Meurisse
Lack Lambert
Rossella Falk
Myrna Dell
Diahnne Abbott
Kyle Malachlan
Rilke Mathews
Jack Thibeau
Sandra Dee
Madelaine Reanaud
Brandy Walker
May Zetterling
Maria Mauban
Elisha Cook~jr.
Stan Musial
Marjoe Gortner
Jack Estes~jr.
Deborah Rush
Cecelia Parker
Florence Bates
Barbara Krafftoowna
Pernard Lajarrige
Ayberk Colok
Anne Heche
Claude Dauphin
Edgar Kennedy
Philip Jackson
Naima Wifstrand
Richard Clifford
Ray Noble
Wanda Blackman
Emilie Dequenne
Anne Hecht
Danielle Darrieaux
Tim Allen
Helen Chandler
Erik vonDetten
William Stack
Monica Calhoun
Minosuke Bando
Antoinette Bower
Linda Doran
Pierre Pr\'evert
Jeremy Slate
Veronica Yip
Marion Marshall
David Healy
Rosana deSoto
Jeff James
Francesca Annis
Rik Mayall
Rossanno Brazzi
Wilt Chamberlain
Cameron Dye
Denise Darcel
Maureen Delaney
Ken Russell
Leslie Martinson
Olga Bellin
D. Zerlakova
B.B. King
Samuael L. Jackson
Agnes Jaoui
Hugh Sinclair
Kazimierz Opalinki
Trini Alvarado
George OBrien
Joan Hickson
Ernie Adams
Robert F. Simon
Frank Fay
Bonnie Hurd
Collin Wilcox
Zach Grenier
Daniel Hugh Kelly
Johnson Mountain Boys
Murray Alper
Sharad Kapoor
Paul Richter
Ruth Dunning
Housely Stevenson
Laurie Anderson
Norman Mailer
Elga Sorbas
Andrew Dice Clay
George Murcell
Teddy Green
Graham Stark
Lewis Howard
Cynthia vanDamme
Sinan Leong
Annabella Sciorra
Daryl (Chill) Mitchell
Nick Adams
Charlie Lucas
Jean Hale
Victor Rivers
Philip Terry
Christophe Garcia
Malcolm King
Stan Shard
Patrick Wymakr
Bruce Boxleitner
Alexis
Arthur Housmaan
Ian McShane
Pamela Mason
William Bebdix
Judith Ivy
Nick Mancusi
Mark Blankfield
Jon Hall
Davidson Clark
Phil Regan
Donald OConnor
Dian Bachar
Justin Cooper
Nick Mancuso
Dave Salerno
Renee Asherson
Jean Hake
Jenny Bos
Armin Mueller Stahl
John Mansfield
Radha Mitchell
Anna Paquin
Bonnie Hunt
Nancy Carrol
Cassius Clay
Mana Zeniskova
Carry Fisher
Laura Gemser
Robert Mulligan
Louise Moritz
Magali Noel
Finlay Curry
Jane Asher
Otto Kahn
Celia Weston
Viriginia Bruce
Billy Elmer
Tommy Sands
Stephen Young
Alex Bank
Shelley Berman
Sol Frieder
Dick Powell
Howard MarionCrwaford
Adrian Brody
Josephine Orwell
Stephen Seagal
Heiner Mulller
Buster Keaton~jr
Doris Nolan
Nathan Lee Chasing His Horse
Christopher Serrone
Eric VuAn
Charles Kay
Elizabeth Hoffman
Mary McCarty
Richard Burton
Madchen Amick
Jeff Dinnell
Joyce Grenfell
Harry Shannon
Donald Meek
Olof Widgren
Theodore Roberts
Nicole deBoer
Beverly Adams
Frances Langford
J.Eddie Peck
Manbi
John Ragin
Roland Blouin
Matthew Whittet
Martha Wolter
Iben Hjejle
William Forrest
Patrick Houser
Carol Laure
Joseph Mazello
Philip Alford
Dennis Bush
John W. Sublett
Norman D. Golden~II
William Thorne
Cynthia Brimhall
Bole x
Honi Coles
Norma Crane
Amelia Bullmore
Martine Beswick
Pat Benatar
Nelson Mandela
Tom Ewell
Lucas Haas
Julie Hendriksen
Melanie Griffeth
Hillary Duff
Anna Ciepielewska
Nicholas kadi
Lotetta Young
Polly Ward
Tom Arnold
Salvo Randone
Richard Warwick
Tony Plana
Maurive Pialat
Pavel Kadochnikov
Janet Jackson
Dorothy Boyd
Sid Viscious
Tom Hurt
Zolya Talma
Dieter Laser
Jimmi Harkishin
Cheeka
Susan Hart
Mark Troyanovsky
Joe Perrino
Karen Lynn Gorney
Eileen Davidson
John Searle
Max Dearly
Billy ob Thornton
Andy Kaufman
Mark Troyanovski
Big Daddy Kane
Chack Berry
Kyle Eastwood
George Higgins
Vincent Ball
Moultrie Kelsall
Lee Allen
Machiko Kyo
Diane Cilento
Irene Fox
Christina Applegate
Rosalind Ayres
Peter MacNicol
George Renavent
Wu Xiao Tong
Pascal Gregory
Jackie Earle Haley
Evelyn Rude
Isaac Stern
Sally Struthers
Kurt Cobain
Carl Goetz
Daniel London
Alisan Porter
Bobby diCicco
Red Buttons
Lorna Patterson
Mary Garth
Jose GonzalesGonzales
Brandon deWilde
Zasu Pitts
Bill C
Sherloque Tanny
Giulietta Massini
Tris Coffin
Tita Colorado
Celeste Brown
Julie Strain
Caerthan Banks
Victor Sjostrom
Bill Baile
Carla delPoggio
Ted Danson
Zarah Leander
Franchot Tone
Judith Barrett
Bruno Ganz
Rick Barker
Bill Colls
Peobo Bryson
Adam Roarke
Nancy Gates
Roscoe Fattie Arbuckle
Berta Gersten
Tony Britton
Nameer ElKadi
Raymond Cordy
Barbara Bates
Christian Anholt
Ettore Manni
Wojciek Pszoniak
Eva Kerekes
Paul Baretel
Lisette Verea
William Sylvester
Andrew Divoff
Tchecky Karyo
Rita La Loy
Kim Mmyoing-Gon
Miroslav Donutil
Ralph Theodore
Lupino Lane
Emin Sivas
Eric Adjani
Dadon
James Gleson
Gosta Eckman~sr.
Ross Alexander
Kata Capshaw
Mark McGann
Anil Kapoor
Lilian Harvey
Olin Howard
William Murphy
Caroline Ducey
Alan Barnes
Rockliffe Fellowes
Edna Purviance
Walter Booth
Luke Wilson
Mark Hammil
Shelly Long
Julie Carmen
Eric Dare
Tino Scotti
Henry Stephenson
Dennis Dugan
Erik Estrada
Matt McHugh
Lee Montgomery
Hannah Gordon
Vivian Vaughn
William H. Bassett
Nehemiah Pershoff
Anne Anderson
John Laurie
Kirsten Flagstaff
Kulvinder Ghir
Sean Flynn
Caroline Sihol
James Soo
Fred Dalton Thompson
Ed Platt
Willard Parker
Hunt Block
Barbara Hicks
Akira Takayami
Mich\`ele Mercier
Paul Alan Grier
Pernilla Ostergren
Johnny Close
Sean Patrick Flanery
George Hearn
Elba Escobar
Emma Coles
Joey Bishop
John Standing
Illeana Douglas
Sarah Holcomb
George Regas
Kay Kendall
Ginette Garcin
Charles Novub
Mike Starr
Gregory
Gustavo Serena
Donal Logue
Jo vanFrleet
Severn Darden
Kate Driver
Jesse Pearson
Milo Ross
Ewan Hooper
Jacques Becker
Laurene Landon
Tony Lo Bianco
Lolita Davidovitch
Gloria talbot
Yvonne Mitchell
Allan Jones
Nicole Calfan
Edmund Purdom
Philip Loeb
Joanna Curtin
Pascale Vignal
Stanislav Yaskevich
John Mohanney
MacDonald Carey
Tom Burlinson
Tracy Griffith
Topol
Muriel Gross
Frederico Fellini
Ann Baxter
Martin W.
Franco Nero
Goldwyn Girls
Richard Shull
Ben Schenkman
Shirley Jo Finney
McEveety Vincent
Sean Penn
Conrad janis
Peter Abrams
Geraldine Fitzgerald
Irene Pappas
Lester Matthews
Douglas Mulder
Sidney Greenstreet
Edna May Wonacott
Ruth Roman
Ross Martin
Lester Vail
Moffatt
Ann Magnusson
Luke Congrave
Vanessa Bell Calloway
Nora Lane
Don Costello
Jason James Richter
Brent Huff
Annibale Betrone
Dudley Sutton
James Rosso
PierreMichel Beck
Ann Travolta
Harper Simon
Michael Wilkins
Valerie Landsburg
Monte Blue
Sam Neill
Jane Winton
Tony Romano
Peter Ellis
William Halop
Harold Warrender
Scott Pryce
Wladimir Yourdanoff
Grahame Greene
Jerry Hall
Sheila Towers
Bert Lahr
George Graves
Richard Bakalyn
Hanna Scygulla
Bob Donner
Tullio Carminati
Richard Newton
Jacqueline Delubac
Jerry Zucker
Michele Breton
Gordon Griffith
Claire Forlani
Noah Beery~jr.
Veanne Cox
Geraldine Chaplin
Brigitte Bardot
Arturo Pirovani
Burton Zucker
Alla Donnell
Paul Dooley
Barbara Shelley
Matthew McConnaghey
Umberto Guarcino
Chita Rivera
Glenn Gould
Barry Pearl
Pierre Richard
Joghi May
Seidea Lopez
Michael Downs
Jack Black
Dirk Bogarde
Captain Jack Young
George Houston
Gailard Sartan
Coleman Triton
Peter Brown
Jean-Pierre Aumont
James Franciscus
Blair Marion
Phillip Bournef
Earl Dwire
Holland Taylor
Gary Moore
Luther Adler
Elya Baskin
John Schuck
Kevin Anderson
Clara Williams
Canbresa Calicita
Nastassia Kinski
Derek Jarman
Mahlon Hamilton
Margaret Rawlings
Semyon Shaigada
Joseph Bologna
Ron Nicholas
Arliss Howard
Leonard Zola
Lucy Prentiss
Johnny Sheffield
Jimmy Walker
Tico Welt
Paul Williams
Veronica Oddo
Charles Chase
Lucille Benson
Elaine Kagan
Paul Hebert
Kelly Hu
Viola Leyel
Brian Dennehy
Diahann Carroll
Yannis Fertis
Patty Inga Svensen
Greg Kinneaer
Amy Veness
Edra Gale
Lee Curreri
David Peel
Thomas Guiry
Dominique Maurin
Diana vanderVlis
Christopher Martin
Fred Williamson
Little Nell
Kenneth Tobey
Chil Wills
Stewart Granger
Norman Grabowski
Michael Learned
The Commodores
Heather Graham
Lillo Brancato
Veleska Hanel
Gerard Blain
Allison Skipworth
Billie Seward
Kader Khan
Sallie Blane
Agnes Moorehead
Edmund OBrien
Maria Golubkina
Catherine Hessling
James Gudolfini
George Justin
Arthur Chesney
Jane Randolph
David Sheiner
Cyndi Silver
Antonio VFargas
Moore marriott
Johnne Depp
Joel Fluellen
Wyndham Goldie
James Belushi
Catherine Salviat
Joseph Cortese
Lumi Cavazos
Pascal Lamorisse
Linda Hamilrton
Jaime Sanchez
Tom Douglas
Georges Staquet
Will Ferrell
Ralph Bates
Keith Gordon
Lorenzo Lamas
Eduarado DeFilippo
Isabelle Ronayette
Olga James
Julia LouisDreyfus
Linden Travers
Frank Zappa
Denholm Elliott
Tippy Walker
Lise Delamare
John Corbett
Jesse Royce Landis
Christine White
Jon Hendricks
Carrie Leigh
Berton Churchill
Warren Oates
Constance Dowling
Cornelia Sharpe
Corbin Allred
Kenneth Tobin
Diane Baker
Stellan Skarsgaard
Jon Voigt
Louise Latimer
Todd Field
Madge Evans
Kathleen Turner
Mary Carr
Chicago Symphony
Jim xxx
Raymond Harmstorf
Frank Kaquitts
Christopher Eccleston
Casey Kasem
Michael Andersen~jr
Canada Lee
Jared Leto
Dimitri Andreas
Jaqueline White
Zutyy Singleton
David Thornton
Frank Oz
Roseanne Arquette
Errol Flynn
Hobart Cavenaugh
Aida Turturro
Estelle Wildwood
Warren Mitchell
Gianne Maria Canale
Eddie Tagee
Britt Leach
Robert Reford
Bill Lee
Mary Nash
Pat Hogan
Leslie Cheung KwokWing
Kate Nelligan
Alfalfa Switzer
Charles Middleton
Guy Edwards
Madelaine Sologne
Levshin
Paxton Whitehead
Randy Stuart
Claude Jarman~jr.
Peter Lawford
Frank Latimore
Nipsey Russell
Stanley Swerdlow
Edith Barrett
Aden Young
Geri Reischl
Chieko Baisho
Gia Carides
Cramen Maura
Mike Moraff
Marcia McBroom
George Shevtsov
Arthur Hoyt
Vittorio Gassman
Andres Soler
Jane Greer
Cobina Wright~jr
Eddy Affleck
Philly Wohl
Leora Dana
Julian Glover
Takaakki Subibasha
Chieko Baishu
Susie Cusack
Henry Thomas
Rena Mandel
Takago Fisher
JeanHugues Anglade
Don Levitt
Dick Miller
Jenilee Harrison
Virginia Cherrill
Shannon Dougherty
Alan Ladd
Margia Dean
Marietta Tree
Nita Tabbot
Dick Duroc
Sandy Baron
Hylda Baker
Sagamore Stevenin
Bella Lehczky
Joseph Sirola
Julien Guiomar
Colleen Moore
Dolores Michaels
Constance Garneau
Joe Bob Briggs
Rossana Podesta
Cecilia Rivera
Curtis Cokes
Bill Bevan
Cheryl Callaway
Jerome Raphael
Dylan Medermont
Russell Crowe
Daniel Cauchy
Carol Marsh
Miriam Brickman
Tony Leung ChinWei
Kay Walsh
Benny Baker
Lorretta Devine
Shirley Eaton
Ben Vereen
Marissa Mell
William Hickey
Marj Dusay
Marie Wright
Cindy Carol
Allan Baxter
Pat Paterson
Richard Bennett
Grim Russo
Elizabeth Young
Mariana Sirtis
Tom Lacy
Daniela Bianchi
Richard Losey
Stefania Sandrelli
Frankfurter
Gustaf Grundgens
Fernando VivasMay
Carl Duering
William Challee
Doris lloyd
Jeremiah Sullivan
Trini Lopez
George Marshall
Bebe Neuwith
Arthur Howard
Heather deLoach
Mikhail Nazanov
Pat Thomson
Gabi Just
Richard Pasco
Angela Punch McGregor
Fortuna Bonanova
Gene Hackman
Charles D. Brown
George Voskovec
Emily Fitzroy
Stacy Edwards
Mushy Callahan
Sidney Fairbrother
Cicely Oates
Emile Minty
Martin Priest
Hu Jun
Luc Simon
Donald Sutherland
Francesca Bertini
Rene Leahy
Edie Martin
Kirsten Wilson
Barry Harvey
Kurt Gerron
William Tole
Roland Bartrop
Sandy Descher
Ned Glass
Myron Healey
Natasha Gregson Warner
John Travolta
Sean Murray
Robert Elliott
Chief Many Tribes
Giorgio Albertazzi
JeanRoger Milo
Lillian Worth
Michael Schiff
Frankie Faison
Elisabeth Shue
Rutiger Hauer
John Travolto
Diana Barton
Johnnie Depp
Cartier
Louise Dresser
Tom Felton
Vincent Martinez
Natasha Gregson Wagner
John Hodiak
Dayton Lummis
Ronnie Corbett
John Morton Blum
Frederic Lehne
Emma Watson
Joseph Cawthorn
Warren Berlinger
D.B. Sweeney
Paul A. Partain
Johnny Harra
Angharad Rees
Evelyne Didi
Raymond Hackett
Dulcie Gray
Stephen McNally
Sherilyn Fenn
Gwen Lee
Joseph Walsh
Robert Giggenbach
Aidan Quinn
Lucas Belvaux
Joseph GodonLevitt
Zabou
Charlie Schlatter
Christopher Lee
Wilhelm vonDeek
Don Defore
Louis Sinosi
Pierre Batcheff
Lisa Gay Hamilton
Denis ODea
Daniel Milgram
Malcom mcGregor
Antony Sher
Pruitt Taylor Vince
Mai Zettering
Penelope Dudley ward
Nicholas Rutgers
Willie Aames
Jim Antonio
Michael Richards
Christpher Lee
Priscilla Barnes
Mario Cabre
Jack MacDonald
Barry Otto
Julia Anne Robinson
Zach Galligan
Robert Dh\'ery
Joop Doderer
David Tree
Clair Bloom
Gladys Hurlbur
Bill Bojangles Robinson
Ralph Dunn
Sandra Bernhard
Susan George
Laurie Zimmer
Marty Feldman
Lou Gottlieb
William Inge
Kiefer Sutherland
Art Frankel
Joseph Sullivan
Robert Flemyng
Chrissie Cotterill
Steve Waddington
Don Metlow
Bernard Braden
Anne Dyson
Louis Jourdan
Katherine Hepburn
James Stewart
Bob Haskins
The Dead End Kids
Abby Dalton
Dan OHerlihy
Thu Thuy
Carrie Otis
Eddie Parker
O.E. Hasse
Joyce Kay
Eleanora Brown
Georg Hartmann
Paolo Massafra
Peter Vaughn
May Mitchell
Leontyne Price
Anthony Durbee
Jean Moreau
Richard Davolos
G.Smokey Carpbod
Henry Brandon
Jocelyn laGarde
Bill Jordan
Maria Mayzerret
Jennifer Jones
Robert Lee Campbell
Marie Ault
Niklas Odlund
George Barbier
Warren Hillman
Candice Hildebrand
Valerie Bertinelli
Maryilyn Monroe
Denis ODay
Dane Clark
Noel Purcell
Meredith Edwards
A.B. Imenson
Ward Costello
Tippi Hedren
Wilfrid Lucas
Nick Cassavetes
Hanne Stensgard
Rufus Sewell
Liza Minelli
Vittorio Mezzoglomo
Bradford Dilman
Jerry Lazarus
Nancy Nevinson
Anajanette Comer
Brie Howard
Una Merkel
William Dieterle
Martha ODiriscoll
David Dukes
Marceline Day
Louis Lefebvre
The Hells Angels
Valentina Cortese
Dudley Manlove
Anna Thomson
Peter Fonda
Sylvia Marriott
Bj\"orn Belvestam
Valentina Cortesa
Frederic Malgras
Soso Dzhachvliani
Genvieve Bujold
Helen Ludlow
Kenny Walker
Doug Chapin
Charles Cyphers
Mel Powell
C.Konarski
Ryan ONeal
Maura Tierney
Morey Amsterdam
Geraldine Chapman
Enid Bennett
Agnes Esterhazy
Valentina Scalaci
Jim Davis
Cornelia Otis Skinner
Isabelle Solar
David Holt
David Hurst
Loon Askin
Kelly Miles
Montgomery Clift
Jonathan Rys Meyers
Mort Click
Tommy Lee Jones
Amanda deCadenet
Sandra Church
Mae Busch
Claude Jarman~jr
Wendy Craig
Natalie Portman
Takahiro Tamura
Jenny Beck
Richard Nelson
Mabel Forrest
Jim Carrey
Carol Haney
Jennifer Elisa cox
Vincent Price
Harris Yulin
Barrie Ingham
